Date,Book_ID,Book_Name,Author,ISBN,Category,Branch_Name,Current_Stock,Daily_Sales,Rating,View_Count,Search_Count,Cumulative_View_Count,Cumulative_Search_Count,Event_Score
2025-05-16,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,117,18,3.9,71,18,7607,2355,19
2025-05-17,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,104,13,3.9,65,28,7672,2383,6
2025-05-18,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,92,12,3.9,68,22,7740,2405,17
2025-05-19,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,82,10,3.9,26,18,7766,2423,1
2025-05-20,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,71,11,3.9,65,8,7831,2431,4
2025-05-21,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,62,9,3.9,29,8,7860,2439,17
2025-05-22,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,54,8,4.0,34,17,7894,2456,12
2025-05-23,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,43,11,3.9,56,12,7950,2468,17
2025-05-24,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,114,13,4.0,64,18,8014,2486,15
2025-05-25,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,99,15,4.0,87,16,8101,2502,14
2025-05-26,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,88,11,3.9,38,14,8139,2516,5
2025-05-27,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,77,11,4.0,39,10,8178,2526,5
2025-05-28,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,63,14,4.0,39,25,8217,2551,0
2025-05-29,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,50,13,3.9,42,14,8259,2565,19
2025-05-30,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,40,10,3.9,58,11,8317,2576,19
2025-05-31,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,111,13,3.9,52,22,8369,2598,12
2025-06-01,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,94,17,3.9,94,36,8463,2634,19
2025-06-02,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,78,16,3.9,84,18,8547,2652,7
2025-06-03,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,68,10,3.9,48,17,8595,2669,8
2025-06-04,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,56,12,3.9,40,25,8635,2694,17
2025-06-05,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,45,11,3.9,45,10,8680,2704,9
2025-06-06,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,36,9,3.9,47,16,8727,2720,17
2025-06-07,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,110,10,3.9,38,14,8765,2734,7
2025-06-08,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,102,8,3.8,40,14,8805,2748,6
2025-06-09,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,88,14,3.9,76,19,8881,2767,17
2025-06-10,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,75,13,3.9,62,24,8943,2791,17
2025-06-11,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,63,12,3.9,55,9,8998,2800,0
2025-06-12,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,52,11,3.8,35,22,9033,2822,11
2025-06-13,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,39,13,3.8,62,21,9095,2843,2
2025-06-14,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,113,10,3.9,41,12,9136,2855,6
2025-06-15,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,97,16,3.8,79,15,9215,2870,19
2025-06-16,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,83,14,3.8,51,16,9266,2886,15
2025-06-17,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,73,10,4.0,47,12,9313,2898,10
2025-06-18,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,64,9,3.9,39,10,9352,2908,2
2025-06-19,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,54,10,4.0,40,13,9392,2921,0
2025-06-20,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,42,12,3.9,38,12,9430,2933,11
2025-06-21,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,113,13,4.0,56,25,9486,2958,2
2025-06-22,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,98,15,3.9,51,24,9537,2982,19
2025-06-23,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,86,12,3.9,64,24,9601,3006,3
2025-06-24,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,74,12,3.9,55,22,9656,3028,14
2025-06-25,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,65,9,3.9,47,17,9703,3045,11
2025-06-26,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,51,14,3.9,52,25,9755,3070,16
2025-06-27,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,40,11,3.9,43,16,9798,3086,19
2025-06-28,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,114,10,3.8,42,10,9840,3096,18
2025-06-29,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,100,14,3.9,48,16,9888,3112,15
2025-06-30,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,88,12,3.9,56,16,9944,3128,9
2025-07-01,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,73,15,3.9,78,22,10022,3150,18
2025-07-02,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,64,9,3.9,35,15,10057,3165,8
2025-07-03,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,51,13,3.9,53,24,10110,3189,5
2025-07-04,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,41,10,3.9,48,20,10158,3209,18
2025-07-05,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,111,14,3.8,56,20,10214,3229,8
2025-07-06,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,95,16,3.8,87,29,10301,3258,4
2025-07-07,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,83,12,3.9,55,12,10356,3270,15
2025-07-08,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,72,11,3.9,56,13,10412,3283,15
2025-07-09,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,61,11,3.9,49,12,10461,3295,18
2025-07-10,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,48,13,4.0,61,14,10522,3309,10
2025-07-11,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,117,15,3.8,92,31,10614,3340,17
2025-07-12,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,103,14,3.9,70,30,10684,3370,16
2025-07-13,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,92,11,4.0,66,11,10750,3381,19
2025-07-14,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,81,11,3.9,43,12,10793,3393,7
2025-07-15,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,69,12,3.9,39,23,10832,3416,6
2025-07-16,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,61,8,4.0,37,6,10869,3422,6
2025-07-17,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,53,8,3.9,39,15,10908,3437,12
2025-07-18,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,42,11,3.9,44,11,10952,3448,5
2025-07-19,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,114,12,4.0,55,3,11007,3451,15
2025-07-20,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,103,11,3.8,50,7,11057,3458,4
2025-07-21,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,90,13,3.8,72,17,11129,3475,6
2025-07-22,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,81,9,3.9,40,14,11169,3489,11
2025-07-23,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,72,9,3.9,50,4,11219,3493,2
2025-07-24,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,62,10,3.9,42,16,11261,3509,4
2025-07-25,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,52,10,4.0,55,11,11316,3520,18
2025-07-26,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,38,14,3.8,50,18,11366,3538,1
2025-07-27,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,107,15,3.9,66,27,11432,3565,11
2025-07-28,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,96,11,3.9,34,11,11466,3576,17
2025-07-29,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,83,13,4.0,48,26,11514,3602,1
2025-07-30,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,72,11,3.9,58,11,11572,3613,18
2025-07-31,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,62,10,3.9,50,12,11622,3625,19
2025-08-01,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,45,17,3.9,106,14,11728,3639,15
2025-08-02,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,114,15,3.9,74,13,11802,3652,10
2025-08-03,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,94,20,3.9,105,39,11907,3691,4
2025-08-04,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,80,14,4.0,58,23,11965,3714,2
2025-08-05,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,67,13,3.9,53,18,12018,3732,1
2025-08-06,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,55,12,3.8,42,26,12060,3758,15
2025-08-07,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,39,16,3.9,78,18,12138,3776,19
2025-08-08,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,105,18,3.9,84,22,12222,3798,18
2025-08-09,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,91,14,3.9,59,26,12281,3824,17
2025-08-10,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,73,18,3.8,72,32,12353,3856,16
2025-08-11,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,62,11,3.9,62,18,12415,3874,19
2025-08-12,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,48,14,3.9,77,13,12492,3887,7
2025-08-13,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,116,16,3.9,87,21,12579,3908,11
2025-08-14,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,104,12,4.0,48,17,12627,3925,8
2025-08-15,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,88,16,3.8,77,27,12704,3952,5
2025-08-16,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,71,17,3.8,52,28,12756,3980,3
2025-08-17,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,60,11,4.0,55,13,12811,3993,10
2025-08-18,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,47,13,3.9,65,18,12876,4011,4
2025-08-19,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,116,15,3.9,86,25,12962,4036,1
2025-08-20,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,107,9,3.9,37,7,12999,4043,6
2025-08-21,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,91,16,3.9,68,28,13067,4071,15
2025-08-22,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,80,11,3.9,58,11,13125,4082,16
2025-08-23,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,65,15,3.9,36,14,13161,4096,7
2025-08-24,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,49,16,3.8,88,25,13249,4121,17
2025-08-25,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,118,15,3.9,75,20,13324,4141,15
2025-08-26,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,107,11,4.0,55,13,13379,4154,2
2025-08-27,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,88,19,3.8,63,24,13442,4178,17
2025-08-28,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,77,11,3.9,61,13,13503,4191,9
2025-08-29,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,65,12,3.8,73,20,13576,4211,5
2025-08-30,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,47,18,3.9,93,27,13669,4238,4
2025-08-31,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,116,15,3.8,93,28,13762,4266,16
2025-09-01,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,99,17,3.9,97,30,13859,4296,94
2025-09-02,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,86,13,3.8,63,13,13922,4309,62
2025-09-03,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,74,12,4.0,71,25,13993,4334,72
2025-09-04,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,55,19,3.8,95,19,14088,4353,52
2025-09-05,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,40,15,3.9,69,18,14157,4371,91
2025-09-06,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,108,16,3.9,77,29,14234,4400,55
2025-09-07,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,85,23,3.9,100,41,14334,4441,69
2025-09-08,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,69,16,3.9,58,17,14392,4458,71
2025-09-09,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,52,17,3.8,67,18,14459,4476,57
2025-09-10,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,44,8,3.8,24,15,14483,4491,75
2025-09-11,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,108,20,3.9,71,28,14554,4519,13
2025-09-12,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,90,18,3.9,95,31,14649,4550,6
2025-09-13,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,77,13,3.8,78,24,14727,4574,6
2025-09-14,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,59,18,3.9,107,33,14834,4607,10
2025-09-15,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,41,18,3.9,61,22,14895,4629,11
2025-09-16,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,109,16,3.9,80,28,14975,4657,10
2025-09-17,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,93,16,3.9,101,28,15076,4685,19
2025-09-18,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,81,12,3.9,34,20,15110,4705,14
2025-09-19,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,64,17,3.9,67,29,15177,4734,12
2025-09-20,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,45,19,3.9,69,19,15246,4753,7
2025-09-21,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,114,15,3.9,93,28,15339,4781,1
2025-09-22,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,102,12,3.9,41,16,15380,4797,6
2025-09-23,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,86,16,4.0,56,16,15436,4813,0
2025-09-24,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,67,19,4.0,72,26,15508,4839,3
2025-09-25,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,51,16,3.9,44,24,15552,4863,0
2025-09-26,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,36,15,3.9,79,20,15631,4883,2
2025-09-27,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,103,17,3.9,77,23,15708,4906,0
2025-09-28,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,88,15,3.9,81,25,15789,4931,19
2025-09-29,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,71,17,3.8,70,18,15859,4949,10
2025-09-30,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,60,11,3.8,51,15,15910,4964,11
2025-10-01,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,44,16,3.8,71,25,15981,4989,0
2025-10-02,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,119,9,3.9,45,12,16026,5001,1
2025-10-03,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,107,12,4.0,49,13,16075,5014,4
2025-10-04,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,88,19,3.9,106,26,16181,5040,19
2025-10-05,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,66,22,3.9,70,17,16251,5057,6
2025-10-06,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,49,17,3.9,82,31,16333,5088,12
2025-10-07,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,36,13,3.9,41,19,16374,5107,7
2025-10-08,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,106,14,3.9,81,21,16455,5128,16
2025-10-09,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,89,17,3.9,56,29,16511,5157,13
2025-10-10,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,72,17,3.9,52,27,16563,5184,8
2025-10-11,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,59,13,4.0,44,14,16607,5198,4
2025-10-12,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,46,13,3.9,74,14,16681,5212,0
2025-10-13,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,116,14,3.9,64,14,16745,5226,10
2025-10-14,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,102,14,4.0,57,23,16802,5249,9
2025-10-15,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,85,17,3.9,69,22,16871,5271,12
2025-10-16,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,73,12,3.8,43,25,16914,5296,2
2025-10-17,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,59,14,4.0,54,20,16968,5316,14
2025-10-18,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,40,19,3.9,62,38,17030,5354,8
2025-10-19,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,110,14,3.9,65,16,17095,5370,0
2025-10-20,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,92,18,3.9,92,36,17187,5406,15
2025-10-21,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,78,14,3.9,54,21,17241,5427,15
2025-10-22,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,63,15,3.9,63,15,17304,5442,9
2025-10-23,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,46,17,3.9,88,12,17392,5454,9
2025-10-24,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,114,16,3.9,102,14,17494,5468,11
2025-10-25,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,94,20,3.9,120,40,17614,5508,8
2025-10-26,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,79,15,3.9,50,27,17664,5535,9
2025-10-27,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,64,15,3.9,78,27,17742,5562,8
2025-10-28,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,49,15,3.9,43,25,17785,5587,14
2025-10-29,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,40,9,3.9,34,18,17819,5605,19
2025-10-30,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,106,18,3.9,109,22,17928,5627,19
2025-10-31,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,90,16,3.9,92,27,18020,5654,5
2025-11-01,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,78,12,3.9,47,9,18067,5663,5
2025-11-02,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,64,14,3.9,73,18,18140,5681,13
2025-11-03,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,50,14,3.9,59,18,18199,5699,12
2025-11-04,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,41,9,3.9,41,11,18240,5710,3
2025-11-05,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,115,10,3.9,27,15,18267,5725,11
2025-11-06,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,106,9,3.9,37,9,18304,5734,14
2025-11-07,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,94,12,3.9,49,24,18353,5758,13
2025-11-08,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,84,10,3.9,34,15,18387,5773,0
2025-11-09,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,70,14,3.9,53,22,18440,5795,8
2025-11-10,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,62,8,3.9,39,10,18479,5805,6
2025-11-11,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,48,14,3.9,44,21,18523,5826,2
