Date,Book_ID,Book_Name,Author,ISBN,Category,Branch_Name,Current_Stock,Daily_Sales,Rating,View_Count,Search_Count,Cumulative_View_Count,Cumulative_Search_Count,Event_Score
2025-07-05,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,56,10,4.7,44,17,8004,2474,4
2025-07-06,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,45,11,4.7,48,13,8052,2487,19
2025-07-07,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,38,7,4.7,37,8,8089,2495,10
2025-07-08,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,88,11,4.8,41,17,8130,2512,13
2025-07-09,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,79,9,4.8,44,13,8174,2525,6
2025-07-10,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,67,12,4.6,38,19,8212,2544,15
2025-07-11,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,60,7,4.7,26,9,8238,2553,9
2025-07-12,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,51,9,4.7,27,11,8265,2564,3
2025-07-13,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,40,11,4.7,44,17,8309,2581,14
2025-07-14,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,33,7,4.7,37,8,8346,2589,19
2025-07-15,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,87,7,4.7,40,15,8386,2604,16
2025-07-16,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,77,10,4.7,40,13,8426,2617,5
2025-07-17,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,69,8,4.7,33,8,8459,2625,0
2025-07-18,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,59,10,4.7,49,15,8508,2640,17
2025-07-19,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,50,9,4.7,39,17,8547,2657,12
2025-07-20,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,40,10,4.7,53,13,8600,2670,5
2025-07-21,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,90,11,4.7,63,19,8663,2689,2
2025-07-22,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,80,10,4.7,52,8,8715,2697,5
2025-07-23,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,70,10,4.7,53,10,8768,2707,1
2025-07-24,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,60,10,4.8,36,13,8804,2720,2
2025-07-25,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,49,11,4.7,57,19,8861,2739,7
2025-07-26,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,37,12,4.7,57,10,8918,2749,17
2025-07-27,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,87,11,4.7,59,19,8977,2768,15
2025-07-28,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,79,8,4.7,30,6,9007,2774,16
2025-07-29,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,68,11,4.7,47,18,9054,2792,7
2025-07-30,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,56,12,4.7,43,15,9097,2807,3
2025-07-31,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,47,9,4.8,35,6,9132,2813,12
2025-08-01,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,38,9,4.7,42,12,9174,2825,0
2025-08-02,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,84,15,4.6,50,14,9224,2839,1
2025-08-03,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,74,10,4.7,45,18,9269,2857,10
2025-08-04,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,64,10,4.6,33,9,9302,2866,0
2025-08-05,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,53,11,4.8,58,5,9360,2871,19
2025-08-06,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,38,15,4.7,60,16,9420,2887,10
2025-08-07,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,85,14,4.6,75,10,9495,2897,7
2025-08-08,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,73,12,4.7,68,12,9563,2909,6
2025-08-09,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,58,15,4.7,67,27,9630,2936,6
2025-08-10,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,47,11,4.7,55,17,9685,2953,5
2025-08-11,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,38,9,4.8,51,9,9736,2962,16
2025-08-12,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,88,11,4.7,50,21,9786,2983,4
2025-08-13,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,81,7,4.7,28,8,9814,2991,9
2025-08-14,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,68,13,4.7,41,19,9855,3010,15
2025-08-15,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,57,11,4.7,46,9,9901,3019,14
2025-08-16,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,43,14,4.8,53,25,9954,3044,13
2025-08-17,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,32,11,4.7,55,19,10009,3063,1
2025-08-18,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,76,17,4.7,101,15,10110,3078,2
2025-08-19,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,63,13,4.7,58,17,10168,3095,8
2025-08-20,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,50,13,4.7,73,17,10241,3112,11
2025-08-21,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,38,12,4.7,48,15,10289,3127,17
2025-08-22,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,87,12,4.8,40,10,10329,3137,8
2025-08-23,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,78,9,4.7,43,12,10372,3149,5
2025-08-24,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,64,14,4.7,64,16,10436,3165,14
2025-08-25,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,53,11,4.7,52,10,10488,3175,10
2025-08-26,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,40,13,4.7,69,16,10557,3191,3
2025-08-27,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,86,15,4.6,93,25,10650,3216,13
2025-08-28,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,74,12,4.7,39,16,10689,3232,16
2025-08-29,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,61,13,4.6,43,8,10732,3240,1
2025-08-30,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,47,14,4.8,47,19,10779,3259,7
2025-08-31,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,35,12,4.7,44,10,10823,3269,9
2025-09-01,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,86,10,4.8,58,9,10881,3278,69
2025-09-02,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,76,10,4.7,53,11,10934,3289,70
2025-09-03,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,67,9,4.7,50,8,10984,3297,66
2025-09-04,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,55,12,4.7,62,21,11046,3318,54
2025-09-05,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,44,11,4.7,55,20,11101,3338,64
2025-09-06,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,91,14,4.7,80,23,11181,3361,92
2025-09-07,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,81,10,4.6,44,12,11225,3373,92
2025-09-08,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,66,15,4.8,72,16,11297,3389,94
2025-09-09,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,55,11,4.7,52,19,11349,3408,76
2025-09-10,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,41,14,4.7,56,12,11405,3420,83
2025-09-11,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,35,6,4.7,22,9,11427,3429,18
2025-09-12,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,84,12,4.7,53,15,11480,3444,1
2025-09-13,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,70,14,4.7,79,12,11559,3456,14
2025-09-14,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,56,14,4.7,66,28,11625,3484,5
2025-09-15,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,39,17,4.8,55,17,11680,3501,3
2025-09-16,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,91,9,4.7,42,6,11722,3507,5
2025-09-17,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,81,10,4.7,46,14,11768,3521,14
2025-09-18,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,69,12,4.7,44,19,11812,3540,14
2025-09-19,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,58,11,4.6,45,22,11857,3562,18
2025-09-20,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,48,10,4.7,39,10,11896,3572,9
2025-09-21,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,38,10,4.7,49,20,11945,3592,10
2025-09-22,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,88,11,4.7,39,10,11984,3602,16
2025-09-23,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,82,6,4.6,20,5,12004,3607,5
2025-09-24,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,71,11,4.7,64,14,12068,3621,18
2025-09-25,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,59,12,4.7,44,27,12112,3648,8
2025-09-26,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,49,10,4.7,49,15,12161,3663,3
2025-09-27,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,39,10,4.7,55,12,12216,3675,17
2025-09-28,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,87,13,4.7,61,13,12277,3688,4
2025-09-29,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,77,10,4.8,43,10,12320,3698,17
2025-09-30,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,67,10,4.7,53,10,12373,3708,16
2025-10-01,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,51,16,4.7,69,16,12442,3724,19
2025-10-02,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,40,11,4.7,47,14,12489,3738,4
2025-10-03,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,89,12,4.7,57,23,12546,3761,2
2025-10-04,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,75,14,4.7,49,24,12595,3785,5
2025-10-05,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,61,14,4.7,70,17,12665,3802,19
2025-10-06,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,47,14,4.7,58,17,12723,3819,10
2025-10-07,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,39,8,4.6,40,14,12763,3833,5
2025-10-08,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,90,10,4.8,29,14,12792,3847,15
2025-10-09,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,77,13,4.7,57,22,12849,3869,5
2025-10-10,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,67,10,4.8,57,16,12906,3885,6
2025-10-11,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,53,14,4.7,68,19,12974,3904,19
2025-10-12,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,37,16,4.7,86,14,13060,3918,11
2025-10-13,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,85,13,4.7,74,9,13134,3927,6
2025-10-14,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,73,12,4.6,72,21,13206,3948,15
2025-10-15,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,65,8,4.7,51,12,13257,3960,13
2025-10-16,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,56,9,4.8,36,11,13293,3971,16
2025-10-17,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,46,10,4.8,43,14,13336,3985,0
2025-10-18,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,34,12,4.8,48,20,13384,4005,8
2025-10-19,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,79,16,4.7,55,24,13439,4029,11
2025-10-20,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,68,11,4.8,60,11,13499,4040,12
2025-10-21,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,60,8,4.7,32,8,13531,4048,18
2025-10-22,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,50,10,4.7,51,13,13582,4061,3
2025-10-23,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,39,11,4.7,55,24,13637,4085,13
2025-10-24,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,88,12,4.7,40,7,13677,4092,8
2025-10-25,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,77,11,4.6,55,22,13732,4114,3
2025-10-26,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,64,13,4.7,56,26,13788,4140,11
2025-10-27,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,47,17,4.7,97,31,13885,4171,17
2025-10-28,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,37,10,4.8,54,19,13939,4190,4
2025-10-29,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,86,12,4.5,49,14,13988,4204,4
2025-10-30,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,75,11,4.7,38,11,14026,4215,12
2025-10-31,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,64,11,4.6,51,18,14077,4233,3
2025-11-01,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,54,10,4.7,49,14,14126,4247,10
2025-11-02,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,43,11,4.7,45,24,14171,4271,7
2025-11-03,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,36,7,4.6,33,11,14204,4282,13
2025-11-04,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,86,11,4.7,67,20,14271,4302,5
2025-11-05,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,80,6,4.6,23,6,14294,4308,6
2025-11-06,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,70,10,4.6,46,20,14340,4328,17
2025-11-07,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,62,8,4.7,23,14,14363,4342,10
2025-11-08,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,55,7,4.7,38,12,14401,4354,9
2025-11-09,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,40,15,4.6,84,30,14485,4384,8
2025-11-10,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,31,9,4.8,27,8,14512,4392,7
2025-11-11,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,83,9,4.8,54,11,14566,4403,3
2025-11-12,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,76,7,4.7,34,7,14600,4410,0
2025-11-13,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,73,3,4.7,12,5,14612,4415,11
2025-11-14,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,65,8,4.7,47,16,14659,4431,11
2025-11-15,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,53,12,4.7,67,22,14726,4453,5
2025-11-16,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,44,9,4.7,38,16,14764,4469,14
2025-11-17,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,36,8,4.7,30,12,14794,4481,5
2025-11-18,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,90,7,4.7,30,14,14824,4495,16
2025-11-19,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,82,8,4.7,49,13,14873,4508,3
2025-11-20,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,72,10,4.7,44,12,14917,4520,14
2025-11-21,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,64,8,4.6,46,12,14963,4532,12
2025-11-22,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,53,11,4.7,51,21,15014,4553,11
2025-11-23,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,43,10,4.7,44,17,15058,4570,3
2025-11-24,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,35,8,4.7,24,9,15082,4579,0
2025-11-25,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,84,12,4.8,35,16,15117,4595,12
2025-11-26,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,73,11,4.7,35,17,15152,4612,2
2025-11-27,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,63,10,4.7,27,9,15179,4621,5
2025-11-28,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,55,8,4.7,41,18,15220,4639,0
2025-11-29,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,44,11,4.7,47,21,15267,4660,17
2025-11-30,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,34,10,4.8,34,19,15301,4679,17
2025-12-01,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,87,8,4.7,26,15,15327,4694,19
2025-12-02,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,76,11,4.7,53,10,15380,4704,10
2025-12-03,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,66,10,4.7,29,16,15409,4720,12
2025-12-04,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,53,13,4.7,46,21,15455,4741,13
2025-12-05,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,46,7,4.7,24,14,15479,4755,6
2025-12-06,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,35,11,4.7,39,7,15518,4762,19
2025-12-07,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,83,13,4.7,58,18,15576,4780,17
2025-12-08,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,73,10,4.7,33,10,15609,4790,9
2025-12-09,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,63,10,4.7,39,13,15648,4803,17
2025-12-10,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,55,8,4.6,35,15,15683,4818,15
2025-12-11,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,43,12,4.7,52,16,15735,4834,6
2025-12-12,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,34,9,4.7,46,12,15781,4846,5
2025-12-13,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,83,12,4.7,49,16,15830,4862,4
2025-12-14,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,74,9,4.7,44,9,15874,4871,14
2025-12-15,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,64,10,4.7,38,10,15912,4881,6
2025-12-16,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,54,10,4.7,29,16,15941,4897,11
2025-12-17,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,45,9,4.6,39,14,15980,4911,0
2025-12-18,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,34,11,4.8,41,14,16021,4925,2
2025-12-19,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,84,11,4.7,53,8,16074,4933,2
2025-12-20,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,72,12,4.8,40,23,16114,4956,15
2025-12-21,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,60,12,4.8,46,25,16160,4981,11
2025-12-22,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,46,14,4.7,76,24,16236,5005,16
2025-12-23,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,36,10,4.7,45,18,16281,5023,7
2025-12-24,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,82,15,4.7,79,15,16360,5038,17
2025-12-25,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,71,11,4.6,38,19,16398,5057,16
2025-12-26,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,57,14,4.7,49,11,16447,5068,15
2025-12-27,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,43,14,4.7,50,17,16497,5085,17
2025-12-28,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,88,16,4.7,60,15,16557,5100,8
2025-12-29,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,76,12,4.6,59,20,16616,5120,15
2025-12-30,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,65,11,4.7,46,13,16662,5133,5
2025-01-01,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,90,10,4.7,34,20,135,43,7
2025-01-02,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,83,7,4.6,34,10,169,53,7
2025-01-03,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,74,9,4.7,38,10,207,63,9
2025-01-04,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,68,6,4.6,25,4,232,67,15
2025-01-05,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,61,7,4.6,33,10,265,77,14
2025-01-06,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,52,9,4.6,46,12,311,89,6
2025-01-07,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,47,5,4.7,20,7,331,96,12
2025-01-08,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,38,9,4.7,52,8,383,104,11
2025-01-09,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,30,8,4.7,27,10,410,114,16
2025-01-10,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,119,8,4.7,47,14,457,128,3
2025-01-11,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,109,10,4.8,62,16,519,144,14
2025-01-12,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,102,7,4.8,40,10,559,154,16
