Book ID,Title,Author,Category,Price (Rs.),ISBN,Cover Image URL,In Stock,View Count,Rating,Search Tags,Search Count,Branch,Current Stock,Daily Sales,Branch Demand Score,Trend Score,Trend Label,,,,,,,,
REAL-151,මර්ලින්: සැබෑ වීරයා,ජොනී කැප්ස්,පරිවර්තන,150,978-955-676-789-6,/images/books/merlin_saba_weeraya.jpg,TRUE,380,3.7,"මර්ලින්, Merlin, සැබෑ වීරයා, Saba Weeraya",95,Kandy,72,26,119.4,81.18,High Demand,,,,,,,,
REAL-152,අපූරු ඉස්කෝලේ හිම මිදෙන කාලේ,සුදත් රොහාන් (පරිවර්තනය),පරිවර්තන,500,955-9144-51-0,/images/books/apura_iskole_hima_midena_kale.jpg,TRUE,270,4.4,"අපූරු ඉස්කෝලේ, Apura Iskole",68,Kandy,74,26,117.7,82.74,High Demand,,,,,,,,
REAL-153,අපූරු ඉස්කෝලේ දෙවැනි වාරය,ඊනිඩ් බ්ලයිටන්,පරිවර්තන,500,955-9144-72-3,/images/books/apura_iskole_dewani_waraya.jpg,TRUE,560,4.3,"අපූරු ඉස්කෝලේ දෙවැනි වාරය, Apura Iskole Dewani Waraya",140,Kandy,94,17,121.8,89.96,High Demand,,,,,,,,
REAL-154,සුන්දර නවාතැන (Sundara Nawathena),අනුලා ද සිල්වා,නවකතා (Novel),250,978-955-30-3666-7,/images/books/sundara_nawathena.jpg,TRUE,310,4.3,"සුන්දර නවාතැන, Sundara Nawathena",78,Colombo,100,11,89.9,69.38,Moderate Demand,,,,,,,,
REAL-155,ඇනකොන්ඩා (Anaconda),දිස්නා වීරවර්ධන,ප්‍රබන්ධ (Fiction),500,N/A,/images/books/anaconda.jpg,TRUE,425,5,"ඇනකොන්ඩා, Anaconda, දිස්නා වීරවර්ධන",106,Kandy,90,16,115.95,89.69,High Demand,,,,,,,,
REAL-156,මඩොල් දූව (Madol Doova),මාර්ටින් වික්‍රමසිංහ,යොවුන් නවකතා,500,955-8415-09-X,/images/books/madol_doova.jpg,TRUE,1450,3.6,"මඩොල් දූව, Madol Doova, මාර්ටින් වික්‍රමසිංහ",363,Colombo,20,31,214.1,154.52,High Demand,,,,,,,,
REAL-157,වනගත කොල්ලා (Wanagata Kolla),පී. එම්. නිහාල් කුමාර,ළමා කතා,120,978-955-655-292-8,/images/books/wanagata_kolla.jpg,TRUE,280,4.7,"වනගත කොල්ලා, Wanagata Kolla",70,Colombo,27,28,125.4,93.18,High Demand,,,,,,,,
REAL-158,මානව යුග තරණය,චරන්ද ශ්‍රී අමිල් වහගමගේ,නවකතා (Novel),500,978-955-98941-2-4,/images/books/manawa_yuga_tharanaya.jpg,TRUE,195,4.4,"මානව යුග තරණය, Manawa Yuga Tharanaya",49,Colombo,47,9,77.65,67.23,Moderate Demand,,,,,,,,
REAL-159,හිස නැති අවතාරය,තේජා පූර්ණිමා ගුණසේකර,ළමා කතා,250,978-955-655-928-6,/images/books/hisa_nathi_awatharaya.jpg,TRUE,210,3.5,"හිස නැති අවතාරය, Hisa Nathi Awatharaya",53,Colombo,46,7,65.9,55.88,Moderate Demand,,,,,,,,
REAL-160,බිහිසුණු මුහුදු ගමන,සමන් පුෂ්පා ගුණසේකර,ළමා කතා,250,N/A,/images/books/bihisunu_muhudu_gamana.jpg,TRUE,185,4.4,"බිහිසුණු මුහුදු ගමන, Bihisunu Muhudu Gamana",46,Kandy,100,1,60.75,54.85,Moderate Demand,,,,,,,,
REAL-161,දික්තල කාලගෝල (Diktala Kalagola),පුණ්‍යසේන ගුණසිංහ,නාට්‍ය (Drama),250,978-955-9377-71-9,/images/books/diktala_kalagola.jpg,TRUE,340,4.8,"දික්තල කාලගෝල, Diktala Kalagola",85,Colombo,87,10,95.2,77.64,Moderate Demand,,,,,,,,
REAL-162,සෙල්ලම් ලෙල්ලම් (Sellam Lellam),අමිතා රබ්බිදිගල,ළමා නාට්‍ය,100,978-955-30-1659-1,/images/books/sellam_lellam.jpg,TRUE,180,4.4,"සෙල්ලම් ලෙල්ලම්, Sellam Lellam",45,Galle,26,25,108.4,81.18,High Demand,,,,,,,,
REAL-163,විකෘති (Vikurthi),සෝමලතා සුබසිංහ,නාට්‍ය (Drama),300,978-955-428-430-2,/images/books/vikurthi.jpg,TRUE,620,4.9,"විකෘති, Vikurthi, සෝමලතා සුබසිංහ",155,Kandy,96,1,100.6,87.82,High Demand,,,,,,,,
REAL-164,මැයි මාර ප්‍රසංගය,මහින්ද ප්‍රසාද් මසිඹුල,නවකතා (Novel),700,978-624-5594-25-2,/images/books/maei_mara_prasangaya.jpg,TRUE,650,4,"මැයි මාර ප්‍රසංගය, Maei Mara Prasangaya",163,Galle,51,19,130.1,97.82,High Demand,,,,,,,,
REAL-165,වශී මන්ත්‍රයක් (Washi Manthrayak),ආශි ජයතිලක,නවකතා (Novel),2750,978-624-6647-07-0,/images/books/washi_manthrayak.jpg,TRUE,320,4.8,"වශී මන්ත්‍රයක්, Washi Manthrayak",80,Colombo,98,19,111.6,82.52,High Demand,,,,,,,,
REAL-166,පිවිතුරුය කඩුපුල්,චාමී තියඹරහේනේ ගෙදර,නවකතා (Novel),1750,978-624-5649-12-9,/images/books/piwithuruya_kadupul.jpg,TRUE,410,3.9,"පිවිතුරුය කඩුපුල්, Piwithuruya Kadupul",103,Kandy,32,39,149.9,99.88,High Demand,,,,,,,,
REAL-167,පොඩි ජෙනරාල් (Podi Jenaral),සරත් මුණසිංහ ආරච්චි,නවකතා (Novel),750,978-624-2000-95-4,/images/books/podi_jenaral.jpg,TRUE,280,4.8,"පොඩි ජෙනරාල්, Podi Jenaral",70,Kandy,41,1,72.4,71.38,Moderate Demand,,,,,,,,
REAL-168,රුදුරු විලෝපිකයා (Ruduru Vilopikaya),මනෝජ් රත්නායක,පරිවර්තන,500,978-624-6830-48-9,/images/books/ruduru_vilopikaya.jpg,TRUE,560,3.9,"රුදුරු විලෝපිකයා, Ruduru Vilopikaya",140,Kandy,27,30,143.8,102.26,High Demand,,,,,,,,
REAL-169,කඩවර (Kadawara),අපූර්ව මන්දාරමි,නවකතා (Novel),2800,978-624-6871-01-7,/images/books/kadawara.jpg,TRUE,890,3.6,"කඩවර, Kadawara, අපූර්ව මන්දාරමි",223,Galle,82,39,185.3,120.56,High Demand,,,,,,,,
REAL-170,ආදරණීය නීලා (Adaraneeya Neela),සාගර සිරිසූරිය,නවකතා (Novel),650,978-955-3136-28-2,/images/books/adaraneeya_neela.jpg,TRUE,430,4.4,"ආදරණීය නීලා, Adaraneeya Neela",108,Kandy,41,27,132.5,96.6,High Demand,,,,,,,,
REAL-171,රහසක් (Rahasak - His & Hers),ඇලිස් ෆීනී,පරිවර්තන,0,978-624-6570-66-8,/images/books/rahasak.jpg,FALSE,710,3.9,"රහසක්, Rahasak, His & Hers, ඇලිස් ෆීනී",178,Kandy,50,10,115.9,93.18,High Demand,,,,,,,,
REAL-172,රොක් පේපර් සිසර්ස් (Rock Paper Scissors),ඇලිස් ෆීනී,පරිවර්තන,1650,978-624-6570-04-0,/images/books/rock_paper_scissors.jpg,TRUE,940,4.6,"රොක් පේපර් සිසර්ස්, Rock Paper Scissors",235,Galle,100,15,151.2,114.54,High Demand,,,,,,,,
REAL-173,ලෝටස් (Lotus),සෞම්‍ය සඳරුවන් ලියනගේ,නවකතා (Novel),1200,978-624-6570-57-6,/images/books/lotus.jpg,TRUE,520,4.2,"ලෝටස්, Lotus, සෞම්‍ය සඳරුවන් ලියනගේ",130,Kandy,71,14,111.6,86.22,High Demand,,,,,,,,
REAL-174,ප්‍රේමයේ විල්තෙරේ (Premaye Wilthere - Normal People),සාලි රූනි - පරි. මේධාවී දික්මාදුගොඩ,"Literary Fiction, Translation",1850,978-624-6570-22-4,/images/books/premaye_wilthere.jpg,TRUE,845,3.6,"ප්‍රේමයේ විල්තෙරේ, Normal People, Sally Rooney, Medhavi Dickmadugoda",211,Kandy,40,6,115.55,95.51,High Demand,,,,,,,,
REAL-175,නෙවර් ලයි (Never Lie),ෆ්‍රීඩා මැක්ෆැඩන් - පරි. තරුෂි නිරංගා ජයසිංහ,"Thriller, Translation",1850,978-624-6570-46-0,/images/books/never_lie.jpg,FALSE,1205,4.3,"නෙවර් ලයි, Never Lie, Freida McFadden",301,Kandy,42,38,215.35,151.27,High Demand,,,,,,,,
REAL-176,අදිසි අනතුර (Adisi Anathura - The Crash),ෆ්‍රීඩා මැක්ෆැඩන් - පරි. නයනතාරා පිලපිටිය,"Thriller, Translation",1850,978-624-6570-48-4,/images/books/adisi_anathura.jpg,TRUE,930,4.3,"අදිසි අනතුර, The Crash, Freida McFadden",233,Colombo,100,32,181.5,124,High Demand,,,,,,,,
REAL-177,මහා ඝාතනය (Maha Ghathanaya),සේපාලි මායාදුන්නේ,"Novel, Thriller, Crime",1950,978-624-6570-37-8,/images/books/maha_ghathanaya.jpg,TRUE,410,4.7,"මහා ඝාතනය, Maha Ghathanaya, සේපාලි මායාදුන්නේ",103,Colombo,25,18,115.9,93.38,High Demand,,,,,,,,
REAL-178,ඇරඹුමක නැවතුම (Arambumaka Newathuma - It Ends With Us),කොලීන් හූවර් - පරි. හංසි මේධ්‍යා විජේකෝන්,"Romance, Translation",2000,978-624-5579-84-6,/images/books/arambumaka_newathuma.jpg,TRUE,1540,3.5,"ඇරඹුමක නැවතුම, It Ends With Us, Colleen Hoover",385,Galle,56,4,166.2,133.54,High Demand,,,,,,,,
REAL-179,සදාදරණීය කැමිලියා (Sadaadaraniya Kemiliya),ගෙත්මිණි ප්‍රියංවදා වැලිකල,"Mystery, Novel",1650,978-624-6570-43-9,/images/books/sadaadaraniya_kemiliya.jpg,TRUE,520,3.7,"සදාදරණීය කැමිලියා, Gethmini Priyanvada Welikala",130,Kandy,95,34,146.6,93.82,High Demand,,,,,,,,
REAL-180,කසාදේ (Kasado),මදාරා අබේසිංහ,"Thriller, Translation",2000,978-624-6570-44-6,/images/books/kasado.jpg,TRUE,680,3.5,"කසාදේ, Kasado, මදාරා අබේසිංහ",170,Colombo,32,23,135.4,98.68,High Demand,,,,,,,,
REAL-181,ආලෝකයේ සමිඳාණෝ (Alokaye Samindano - Lord of Light),රොජර් සෙලාස්නි - පරි. පුෂ්ප රංජන් විජේසිංහ,"Sci-Fi, Translation",1850,978-624-6570-11-8,/images/books/alokaye_samindano.jpg,TRUE,890,5,"ආලෝකයේ සමිඳාණෝ, Lord of Light, Roger Zelazny",223,Colombo,51,11,143.3,118.06,High Demand,,,,,,,,
REAL-182,හර්කියුලිස්ගේ සොහොන (Herculasge Sohona - The Tomb of Hercules),ඇන්ඩි මැක්ඩර්මොට් - පරි. මංජුල දිසානායක,"Thriller, Translation",2200,978-624-6570-23-1,/images/books/herculasge_sohona.jpg,TRUE,750,5,"හර්කියුලිස්ගේ සොහොන, The Tomb of Hercules, Andy McDermott",188,Colombo,31,10,130.1,110.72,High Demand,,,,,,,,
REAL-183,Uprooted (ගම්පෙරළිය ඉංග්‍රීසි පරිවර්තනය),මාර්ටින් වික්‍රමසිංහ - පරි. ලක්ෂ්මි ද සිල්වා,Translation,765,978-955-695-006-9,/images/books/uprooted_gamperaliya.jpg,TRUE,520,4.7,"Uprooted, Gamperaliya English, මාර්ටින් වික්‍රමසිංහ",130,Colombo,46,19,126.6,98.72,High Demand,,,,,,,,
REAL-184,යුගාන්තය (Yuganthaya),මාර්ටින් වික්‍රමසිංහ,නවකතා (Novel),765,978-955-020-137-2,/images/books/yuganthaya.jpg,TRUE,890,4.2,"යුගාන්තය, Yuganthaya, මාර්ටින් වික්‍රමසිංහ",223,Colombo,81,22,157.3,114.26,High Demand,,,,,,,,
REAL-185,යක්ෂයා නොනිදයි (Yakshaya Nonidae - The Devil Never Sleeps),පර්ල් එස්. බක් - පරි. ඒ. දයානන්ද සිල්වා,Translation,297.5,978-955-889-214-5,/images/books/yakshaya_nonidae.jpg,FALSE,310,3.6,"යක්ෂයා නොනිදයි, The Devil Never Sleeps, Pearl S. Buck",78,Colombo,37,38,136.9,88.88,High Demand,,,,,,,,
REAL-186,කලියුගය (Kaliyugaya),මාර්ටින් වික්‍රමසිංහ,නවකතා (Novel),765,978-955-020-138-9,/images/books/kaliyugaya.jpg,TRUE,810,4.2,"කලියුගය, Kaliyugaya, මාර්ටින් වික්‍රමසිංහ",203,Kandy,30,15,136.9,108.88,High Demand,,,,,,,,
REAL-187,අපේ ගම (Ape Gama),මාර්ටින් වික්‍රමසිංහ,නවකතා (Novel),212.5,978-955-020-158-7,/images/books/ape_gama.jpg,FALSE,1250,3.5,"අපේ ගම, Ape Gama, මාර්ටින් වික්‍රමසිංහ",313,Kandy,73,30,195.1,135.02,High Demand,,,,,,,,
REAL-188,බිල්ලා සහ අපූරු මුහුණ (Billa Saha Apuru Muhuna),මාර්ටින් වික්‍රමසිංහ,ළමා කතා,382.5,978-955-020-148-8,/images/books/billa_saha_apuru_muhuna.jpg,TRUE,420,3.7,"බිල්ලා සහ අපූරු මුහුණ, Billa Saha Apuru Muhuna",105,Kandy,34,32,134.6,92.22,High Demand,,,,,,,,
REAL-189,ක්ෂීරපායි සත්තු (Sheerapai Saththu),මාර්ටින් වික්‍රමසිංහ,ළමා කතා,127.5,978-955-695-045-8,/images/books/sheerapai_saththu.jpg,FALSE,280,4.2,"ක්ෂීරපායි සත්තු, Sheerapai Saththu",70,Kandy,23,40,144.4,97.18,High Demand,,,,,,,,
REAL-190,උන්මාද චිත්‍රා (Unmada Chithra),මාර්ටින් වික්‍රමසිංහ,ළමා කතා,148.75,978-955-020-165-5,/images/books/unmada_chithra.jpg,TRUE,650,4.3,"උන්මාද චිත්‍රා, Unmada Chithra",163,Colombo,76,1,97.1,84.52,High Demand,,,,,,,,
REAL-191,අමාවක හස (Amawaka Hasa),ලිවර්සැක්,නවකතා (Novel),1680,978-624-641-739-0,/images/books/amawaka_hasa.jpg,TRUE,490,4.8,"අමාවක හස, Amawaka Hasa, ලිවර්සැක්",123,Colombo,72,15,117.3,92.36,High Demand,,,,,,,,
REAL-192,කස්තුරි සුවඳ (Kasthuri Suwada),ලිවර්සැක්,නවකතා (Novel),2800,978-624-6417-25-3,/images/books/kasthuri_suwada.jpg,FALSE,680,4,"කස්තුරි සුවඳ, Kasthuri Suwada, ලිවර්සැක්",170,Kandy,81,14,122.4,92.58,High Demand,,,,,,,,
REAL-193,සෙංකොට්ටං (Senkottan),මහින්ද ප්‍රසාද් මසිඹුල,නවකතා (Novel),720,978-955-098-000-0,/images/books/senkottan.jpg,TRUE,1850,4.3,"සෙංකොට්ටං, Senkottan, මහින්ද ප්‍රසාද් මසිඹුල",463,Galle,92,7,205.1,160.92,High Demand,,,,,,,,
REAL-194,මාණික්කාවත (Manikkawatha),මහින්ද ප්‍රසාද් මසිඹුල,නවකතා (Novel),720,978-955-098-023-9,/images/books/manikkawatha.jpg,TRUE,1520,3.5,"මාණික්කාවත, Manikkawatha, මහින්ද ප්‍රසාද් මසිඹුල",380,Galle,20,16,188.6,145.52,High Demand,,,,,,,,
REAL-195,ඇහි පියන් ඇහැරිලා (Ahi Piyan Aharila),මහින්ද ප්‍රසාද් මසිඹුල,කාව්‍ය (Poetry),360,978-955-098-003-1,/images/books/ahi_piyan_aharila.jpg,TRUE,890,4,"ඇහි පියන් ඇහැරිලා, Ahi Piyan Aharila",223,Kandy,92,33,177.3,119.56,High Demand,,,,,,,,
REAL-196,ගන්දර කලපුව (Gandara Kalapuwa),භද්‍රජී මහින්ද ජයතිලක,නවකතා (Novel),1040,978-624-557-290-8,/images/books/gandara_kalapuwa.jpg,TRUE,640,3.9,"ගන්දර කලපුව, Gandara Kalapuwa, භද්‍රජී මහින්ද ජයතිලක",160,Galle,34,38,166.2,112.84,High Demand,,,,,,,,
REAL-197,විභාග ජය ගැනීමේ රහස (Vibhaga Jaya Ganeeme Rahasa),ප්‍රවීන් රන්දෙනිය,Educational,1160,978-624-97120-5-0,/images/books/vibhaga_jaya_ganeeme_rahasa.jpg,TRUE,890,4.1,"විභාග ජය ගැනීමේ රහස, Praveen Randeniya",223,Colombo,88,2,116.3,96.36,High Demand,,,,,,,,
REAL-198,එන්කවුන්ටර් (Encounter),අංජන දුෂ්‍යන්ත,Novel,2000,978-624-6743-49-9,/images/books/encounter.jpg,TRUE,450,3.9,"එන්කවුන්ටර්, Encounter, අංජන දුෂ්‍යන්ත",113,Kandy,35,25,125.1,90.82,High Demand,,,,,,,,
REAL-199,දවල් හීන (Dawal Heena),රුවන් ප්‍රදීප් රත්නායක,Novel,1000,978-624-9267-10-7,/images/books/dawal_heena.jpg,TRUE,310,4.4,"දවල් හීන, Dawal Heena, රුවන් ප්‍රදීප් රත්නායක",78,Kandy,58,5,78.9,69.98,Moderate Demand,,,,,,,,
REAL-200,ප්‍රින්ස් ඔෆ් පර්සියා - කාලයේ වැලි බඳුන,සුදර්ශන එස්. දයානන්ද,"Translation, Fantasy",600,978-624-5804-58-1,/images/books/prince_of_persia.jpg,TRUE,780,3.8,"Prince of Persia, The Sands of Time",195,Colombo,86,39,178.4,115.78,High Demand,,,,,,,,
REAL-201,ඉතිහාසයේ නොවිසඳුණු අභිරහස් - 1,ඩිලාන් ඩී. ප්‍රසංග,History,960,978-624-5568-88-8,/images/books/itihasaye_nowisadunu_abhirahas_1.jpg,FALSE,1250,4.1,"ඉතිහාසයේ නොවිසඳුණු අභිරහස්, History",313,Colombo,23,39,219.1,154.42,High Demand,,,,,,,,
REAL-202,ඩයිනෝසර භීෂණය (Jurassic World),ටෙස් ෂාප් - පරි. සුදත් රොහාන්,Translation,800,978-624-5869-93-2,/images/books/dinosaur_beeshanaya.jpg,TRUE,520,4.2,"ඩයිනෝසර භීෂණය, Jurassic World, Tess Sharpe",130,Kandy,62,2,87.6,77.52,Moderate Demand,,,,,,,,
REAL-203,සිරගත කළ මරණය සහ තවත් කථා,එඩ්ගාර් ඇලන් පෝ - පරි. සුදර්ශන එස්. දයානන්ද,Translation,600,978-624-5804-06-4,/images/books/siragatha_kala_maranaya.jpg,FALSE,890,3.5,"සිරගත කළ මරණය, Edgar Allan Poe",223,Galle,97,25,156.3,106.66,High Demand,,,,,,,,
REAL-204,දෙවන ලෝක යුද්ධයේ නාසි අභිරහස්,ඩිලාන් ඩී. ප්‍රසංග,History,800,978-624-5569-59-5,/images/books/devana_loka_yuddaye_nasi_abhirahas.jpg,TRUE,1120,4.8,"දෙවන ලෝක යුද්ධයේ නාසි අභිරහස්, WW2",280,Galle,79,37,211.6,147.62,High Demand,,,,,,,,
REAL-205,රාවණා විජය මිථ්‍යාවන්ද?,විජය දිසානායක,"History, Mythology",1200,978-624-5869-92-5,/images/books/rawana_wijaya_mithyawanda.jpg,TRUE,760,4.3,"රාවණා විජය මිථ්‍යාවන්ද, Ravana",190,Kandy,21,9,121.8,103.06,High Demand,,,,,,,,
REAL-206,මව්බිමේ සන්ධ්‍යාව (Mawbime Sandhyawa),කාශ්‍යප සත්‍යප්‍රිය ද සිල්වා,Novel,480,978-624-4866-00-8,/images/books/mawbime_sandhyawa.jpg,TRUE,310,4.5,"මව්බිමේ සන්ධ්‍යාව, Mawbime Sandhyawa",78,Kandy,47,35,139.9,96.28,High Demand,,,,,,,,
REAL-207,නිදිකුමාරිට නින්ද නෑ (Nidi Kumarita Ninda Na),අසංක රුවන් සාගර,නවකතා (Novel),400,978-955-4659-90-1,/images/books/nidi_kumarita_ninda_na.jpg,TRUE,210,4.7,"නිදිකුමාරිට නින්ද නෑ, Nidi Kumarita Ninda Na",53,Colombo,79,30,123.9,85.38,High Demand,,,,,,,,
REAL-208,තුන්හිරියා (Thunhiriya),ප්‍රේමකීර්ති රණතුංග,නවකතා (Novel),1120,978-955-5459-53-2,/images/books/thunhiriya.jpg,TRUE,680,4.2,"තුන්හිරියා, Thunhiriya, ප්‍රේමකීර්ති රණතුංග",170,Colombo,67,29,154.4,108.38,High Demand,,,,,,,,
REAL-209,සිඳු රළ මැද මා (Sindhu Rala Meda Ma),වසවදත්තා දේශප්‍රිය,නවකතා (Novel),1960,978-624-4850-00-7,/images/books/sindhu_rala_meda_ma.jpg,TRUE,450,4.4,"සිඳු රළ මැද මා, Sindhu Rala Meda Ma",113,Colombo,52,18,116.1,89.52,High Demand,,,,,,,,
REAL-210,නොනිමි නිමේෂයන් (Between Us),දිල්ෂි තත්සරණි,නවකතා (Novel),495,978-955-31-2553-7,/images/books/nonimi_nimeshayan.jpg,FALSE,920,4.7,"නොනිමි නිමේෂයන්, Between Us, දිල්ෂි තත්සරණි",230,Kandy,85,16,152.6,116.82,High Demand,,,,,,,,
REAL-211,නෙමේසිස් (Nemesis),අගතා ක්‍රිස්ටි - පරි. ලාල් හේවපතිරණ,පරිවර්තන (Translation),1080,978-955-31-2401-1,/images/books/nemesis.jpg,FALSE,1350,4.5,"නෙමේසිස්, Nemesis, Agatha Christie",338,Kandy,85,1,155.1,128.72,High Demand,,,,,,,,
REAL-212,වසඟ (Wasanga),කීර්ති වැලිසරගේ,නවකතා (Novel),1080,978-955-31-2800-7,/images/books/wasanga.jpg,TRUE,560,3.7,"වසඟ, Wasanga, කීර්ති වැලිසරගේ",140,Galle,77,35,151.8,98.86,High Demand,,,,,,,,
REAL-213,ශාන්ති (Shanthi),ශාන්ති දිසානායක,නවකතා (Novel),720,978-955-31-2540-7,/images/books/shanthi.jpg,FALSE,480,3.7,"ශාන්ති, Shanthi, ශාන්ති දිසානායක",120,Kandy,29,3,81.4,73.18,Moderate Demand,,,,,,,,
REAL-214,ආදරෙමයි පිරුණේ ගැහැනුන්ගේ හිත්වල,සුනිලා විජේසිංහ,නවකතා (Novel),560,978-624-886-591-8,/images/books/adaremai_pirune.jpg,TRUE,340,4.4,ආදරෙමයි පිරුණේ ගැහැනුන්ගේ හිත්වල,85,Galle,66,30,131.2,90.94,High Demand,,,,,,,,
REAL-215,බුදු සමිඳු දැක ගනිමු (Budu Samidu Daka Ganimu),කිරිබත්ගොඩ ඤාණානන්ද හිමි,බෞද්ධ (Buddhist),810,978-955-8024-95-2,/images/books/budu_samidu_daka_ganimu.jpg,TRUE,890,4.4,"බුදු සමිඳු දැක ගනිමු, Buddhism",223,Kandy,94,2,119.3,99.36,High Demand,,,,,,,,
REAL-216,චර (Chara),දිල්ශාන් ක්‍රිශාන්ත,නවකතා (Novel),1480,978-624-00-3102-0,/images/books/chara.jpg,TRUE,620,4.3,"චර, Chara, දිල්ශාන් ක්‍රිශාන්ත",155,Galle,42,35,162.6,113.22,High Demand,,,,,,,,
REAL-217,රන් මකුණා (Ran Makuna - The Gold-Bug),එඩ්ගාර් ඇලන් පෝ - පරි. කේ. ජී. කරුණාතිලක,පරිවර්තන (Translation),550,978-955-551-098-9,/images/books/ran_makuna.jpg,TRUE,420,4.5,"රන් මකුණා, Ran Makuna, The Gold-Bug, එඩ්ගාර් ඇලන් පෝ",105,Colombo,51,21,120.6,91.32,High Demand,,,,,,,,
REAL-218,නොදැමුණු ටාසන් (Nodamunu Tarzan),එඩ්ගාර් රයිස් බරෝස් - පරි. කේ. ජී. කරුණාතිලක,පරිවර්තන (Translation),1050,978-955-551-834-6,/images/books/nodamunu_tarzan.jpg,TRUE,610,5,"නොදැමුණු ටාසන්, Nodamunu Tarzan, Tarzan the Untamed",153,Colombo,70,16,130.9,103.08,High Demand,,,,,,,,
REAL-219,හැරී පොටර් සහ රහස් කුටිය,ජේ. කේ. රෝලිං - පරි. අභය හේවාවසම්,පරිවර්තන (Translation),1990,978-955-573-623-7,/images/books/harry_potter_2.jpg,TRUE,1850,4.2,"හැරී පොටර්, Harry Potter, රහස් කුටිය, Chamber of Secrets",463,Galle,57,7,204.1,163.22,High Demand,,,,,,,,
REAL-220,හැරී පොටර් සහ අස්කබාන්හි සිරකරු,ජේ. කේ. රෝලිං - පරි. අභය හේවාවසම්,පරිවර්තන (Translation),3500,978-955-671-187-5,/images/books/harry_potter_3.jpg,TRUE,2100,3.8,"හැරී පොටර්, Harry Potter, අස්කබාන්හි සිරකරු",525,Galle,84,16,238,178.1,High Demand,,,,,,,,
REAL-221,හැරී පොටර් සහ ෆීනික්ස් නිකාය,ජේ. කේ. රෝලිං - පරි. අභය හේවාවසම්,පරිවර්තන (Translation),3420,978-955-573-951-1,/images/books/harry_potter_5.jpg,TRUE,1950,3.6,"හැරී පොටර්, Harry Potter, ෆීනික්ස් නිකාය",488,Colombo,98,29,250.1,175.62,High Demand,,,,,,,,
REAL-222,හැරී පොටර් සහ ගිනි කුසලානය,ජේ. කේ. රෝලිං - පරි. අභය හේවාවසම්,පරිවර්තන (Translation),0,N/A,/images/books/harry_potter_4.jpg,TRUE,2200,3.6,"හැරී පොටර්, Harry Potter, ගිනි කුසලානය",550,Colombo,64,39,290,202.2,High Demand,,,,,,,,
REAL-223,හේඩීස්ගේ දෙවොල (Hadesge Devola),රික් රයෝර්ඩන් - පරි. රූපේනි මානිංගමුව,යොවුන් නවකතා (Young Adult),2250,978-955-697-343-3,/images/books/hadesge_devola.jpg,TRUE,520,4.6,"හේඩීස්ගේ දෙවොල, Hadesge Devola, The House of Hades",130,Kandy,27,15,117.6,96.22,High Demand,,,,,,,,
REAL-224,මායාකාරියෝ (Mayakariyo - The Witches),රෝල්ඩ් ඩාල්,ළමා නවකතා,950,955-570-405-8,/images/books/mayakariyo.jpg,TRUE,850,4.2,"මායාකාරියෝ, Mayakariyo, The Witches, රෝල්ඩ් ඩාල්",213,Colombo,43,10,130.1,106.02,High Demand,,,,,,,,
REAL-225,මැටිල්ඩා (Matilda),රෝල්ඩ් ඩාල් - පරි. උපාලි උබයසේකර,ළමා නවකතා,985,978-955-570-649-0,/images/books/matilda.jpg,TRUE,920,3.8,"මැටිල්ඩා, Matilda, රෝල්ඩ් ඩාල්, Roald Dahl",230,Colombo,33,7,125.6,104.02,High Demand,,,,,,,,
REAL-226,මැලෝරි ටවර්ස් (Malory Towers),ඊනිඩ් බ්ලයිටන්,ළමා නවකතා,1150,978-624-5713-43-1,/images/books/malory_towers_1.jpg,TRUE,340,3.7,"මැලෝරි ටවර්ස්, Malory Towers, ඊනිඩ් බ්ලයිටන්",85,Galle,47,8,80.2,66.84,Moderate Demand,,,,,,,,
REAL-227,මැලෝරි ටවර්ස් (Malory Towers),ඊනිඩ් බ්ලයිටන්,ළමා නවකතා,850,978-955-708-122-9,/images/books/malory_towers_2.jpg,TRUE,310,4.6,"මැලෝරි ටවර්ස්, Malory Towers, ඊනිඩ් බ්ලයිටන්",78,Colombo,27,22,114.9,89.08,High Demand,,,,,,,,
REAL-228,නැන්සි කෲ: ටෙඩි බෙයාර් අබිරහස,කැරොලයින් කීන්,පරිවර්තන (Translation),750,978-955-657-006-8,/images/books/nancy_drew_teddy_bear.jpg,TRUE,450,4.3,"නැන්සි කෲ, Nancy Drew, ටෙඩි බෙයාර් අබිරහස",113,Kandy,91,40,159.1,102.02,High Demand,,,,,,,,
REAL-229,නැන්සි කෲ: ෆින්ලේ මැදුරේ ද්විත්ව අබිරහස,කැරොලයින් කීන්,පරිවර්තන (Translation),750,978-955-657-078-6,/images/books/nancy_drew_fenley_place.jpg,TRUE,410,3.9,"නැන්සි කෲ, Nancy Drew, ෆින්ලේ මැදුරේ ද්විත්ව අබිරහස",103,Colombo,20,7,85.9,75.48,Moderate Demand,,,,,,,,
REAL-230,මා බාල කාලේ (Ma Bala Kale),මැක්සිම් ගෝර්කි - පරි. ඒ.වී. ජයරත්න,පරිවර්තන (Translation),750,978-955-1311-11-7,/images/books/ma_bala_kale.jpg,TRUE,380,3.5,"මා බාල කාලේ, Ma Bala Kale, මැක්සිම් ගෝර්කි",95,Colombo,21,16,97.4,75.88,Moderate Demand,,,,,,,,
