singlish,sinhala
loohaya,ලෝහය
louuhaya,ලෝහය
kusalathava,කුසලතාව
kkusalathawa,කුසලතාව
kussalathawa,කුසලතාව
kusahlahthahwah,කුසලතාව
koosalathawa,කුසලතාව
cusalathaawa,කුසලතාව
kkusalathawwa,කුසලතාව
chhusalathawa,කුසලතාව
kusaelaethaewae,කුසලතාව
kusalathhhawa,කුසලතාව
kuusalathhawa,කුසලතාව
kusaalathava,කුසලතාව
kusaalaaathaawaa,කුසලතාව
kushalathawwa,කුසලතාව
kuusalathawa,කුසලතාව
kusalatthawa,කුසලතාව
cusalathawa,කුසලතාව
kkusahlahthahwah,කුසලතාව
kusaalaathaawaa,කුසලතාව
kusaaelaethaewae,කුසලතාව
kusalathhawa,කුසලතාව
chusalathawa,කුසලතාව
kusalathawa,කුසලතාව
kusallatthawa,කුසලතාව
kushalathawa,කුසලතාව
koosalathaawa,කුසලතාව
kuussalathawa,කුසලතාව
koosalathaava,කුසලතාව
kushalaathava,කුසලතාව
kusalatthava,කුසලතාව
kussalathava,කුසලතාව
chusalaathava,කුසලතාව
kusahlahthahvah,කුසලතාව
kusalattthava,කුසලතාව
kusahlahthahvvah,කුසලතාව
kusaalathhava,කුසලතාව
kkusalathava,කුසලතාව
kkkusalathava,කුසලතාව
cusalathavaa,කුසලතාව
kuusalathava,කුසලතාව
kusaelaethaevae,කුසලතාව
kuusaalaathaavaa,කුසලතාව
kkussalathava,කුසලතාව
kushalathava,කුසලතාව
chusalathava,කුසලතාව
cusalathava,කුසලතාව
kusaalaathaavaa,කුසලතාව
koosalathava,කුසලතාව
kuuusalathava,කුසලතාව
kusaelaethaevaee,කුසලතාව
kusalathhava,කුසලතාව
kussalatawa,කුසලතාව
kusalattawa,කුසලතාව
chusalatawwa,කුසලතාව
cusalatawa,කුසලතාව
kussahlahtahwah,කුසලතාව
kussalataawa,කුසලතාව
kusaalattawa,කුසලතාව
kuusalatawa,කුසලතාව
kusaalaataawaa,කුසලතාව
kusalaatava,කුසලතාව
kusaelaetaewae,කුසලතාව
kkuusalatawa,කුසලතාව
kusallathawa,කුසලතාව
koosalaatawa,කුසලතාව
kussaalaataawaa,කුසලතාව
kkusalatawa,කුසලතාව
chusalatawa,කුසලතාව
cusalatawaa,කුසලතාව
koosalatawa,කුසලතාව
kuushalatawa,කුසලතාව
kushalatawa,කුසලතාව
kusahlahtahwah,කුසලතාව
kusalatawa,කුසලතාව
kussaelaetaewae,කුසලතාව
kuusalatawwa,කුසලතාව
kusalatava,කුසලතාව
sumahtah,සුමට
shummata,සුමට
shumata,සුමට
soommata,සුමට
sumaataa,සුමට
summaetae,සුමට
sumata,සුමට
sumatha,සුමට
ssumata,සුමට
ssumataa,සුමට
sumattaa,සුමට
sumahtaah,සුමට
ssumatha,සුමට
sumaetae,සුමට
sumatta,සුමට
suumatta,සුමට
sumaaataa,සුමට
soomata,සුමට
suumata,සුමට
sinhahhyah,සිංහයා
siinhaya,සිංහයා
ssynhaya,සිංහයා
synhaya,සිංහයා
sinhaayaa,සිංහයා
sinhahyah,සිංහයා
siiinhaya,සිංහයා
sinhaaayaa,සිංහයා
ssinhayaa,සිංහයා
sinhaya,සිංහයා
shinhhaya,සිංහයා
sinhaeyae,සිංහයා
shinhaya,සිංහයා
ssinhaya,සිංහයා
siinhaeyae,සිංහයා
vybhhaagaya,විභාගය
vibhaaaggaya,විභාගය
vibhaeaegaeyae,විභාගය
vibhaeaeggaeyae,විභාගය
vibhahahgahyaah,විභාගය
wibhaagaya,විභාගය
vybhaagaya,විභාගය
vibhaaggaya,විභාගය
vibhaaaagaayaa,විභාගය
viibhaaggaya,විභාගය
vibhaaaagaayyaa,විභාගය
vibhaaaghaya,විභාගය
wibhaaagaya,විභාගය
viibhaagaya,විභාගය
vibhahahgahyah,විභාගය
vibhaagaya,විභාගය
vibhaaghaya,විභාගය
mandyraya,මන්දිරය
mahndiraahyah,මන්දිරය
mandiiiraya,මන්දිරය
mandiraya,මන්දිරය
mandhiraya,මන්දිරය
mandiiraya,මන්දිරය
mmaandiraayaa,මන්දිරය
maendiraeyae,මන්දිරය
maendiraeyaee,මන්දිරය
mandhirayaa,මන්දිරය
mahndirahyah,මන්දිරය
manddiraaya,මන්දිරය
mandyrayaa,මන්දිරය
maandiraayaa,මන්දිරය
manddiraya,මන්දිරය
minissa,මිනිසා
minisah,මිනිසා
mynysa,මිනිසා
miniissa,මිනිසා
minisaa,මිනිසා
minishha,මිනිසා
minnisaa,මිනිසා
minissah,මිනිසා
miiniisa,මිනිසා
minisae,මිනිසා
minisha,මිනිසා
minisa,මිනිසා
mynnysa,මිනිසා
mmiiniisa,මිනිසා
miinisae,මිනිසා
wirahava,විරහව
wwiraehaevae,විරහව
vvirahava,විරහව
wiraahaavaa,විරහව
wirahhahhvah,විරහව
wiirahava,විරහව
wiraahaaavaa,විරහව
wiirahavva,විරහව
wirahhawa,විරහව
wiraehaevae,විරහව
wirahawa,විරහව
virahava,විරහව
wyrahava,විරහව
wyrahhava,විරහව
wirahhahvah,විරහව
wiraehaewae,විරහව
wwiraahaawaa,විරහව
wyrahawa,විරහව
wirahhhahwah,විරහව
wirahhahwah,විරහව
wiraehaeewae,විරහව
virahaava,විරහව
wiirahawaa,විරහව
wiirahawa,විරහව
wyyrahawa,විරහව
wiraahaawaa,විරහව
saukkhyaya,සෞඛ්‍ය
sauuukhyaya,සෞඛ්‍ය
sahukhyahyahh,සෞඛ්‍ය
saeukhyaeyae,සෞඛ්‍ය
sauchyyaya,සෞඛ්‍ය
ssaukkhyaya,සෞඛ්‍ය
shaukhyaaya,සෞඛ්‍ය
saaaukhyaayaa,සෞඛ්‍ය
sahukhyahyah,සෞඛ්‍ය
saookhyaya,සෞඛ්‍ය
saeukhyyaeyae,සෞඛ්‍ය
saoookhyaya,සෞඛ්‍ය
ssaukhhyaya,සෞඛ්‍ය
sauchhyaya,සෞඛ්‍ය
sauukhyaya,සෞඛ්‍ය
sauchyaya,සෞඛ්‍ය
saaukhyaayaa,සෞඛ්‍ය
sauchhhyaya,සෞඛ්‍ය
ssaukhyaya,සෞඛ්‍ය
shaukhyaya,සෞඛ්‍ය
saukhyaya,සෞඛ්‍ය
wweeli,වැලි
wely,වැලි
vveli,වැලි
weali,වැලි
welii,වැලි
wealli,වැලි
veli,වැලි
weely,වැලි
weeli,වැලි
wwelii,වැලි
weli,වැලි
sachthhiya,ශක්තිය
sakthiiya,ශක්තිය
sahkthiyah,ශක්තිය
saakthiyaa,ශක්තිය
sahkthhiyah,ශක්තිය
sakkkthiya,ශක්තිය
sakthiya,ශක්තිය
sacthiya,ශක්තිය
sakkthiya,ශක්තිය
saakthiyaaa,ශක්තිය
shhakthiya,ශක්තිය
saktthhiya,ශක්තිය
ssakthiya,ශක්තිය
ssacthiya,ශක්තිය
sachthiya,ශක්තිය
ssaktthiya,ශක්තිය
saekthiyae,ශක්තිය
saekkthiyae,ශක්තිය
sakthyya,ශක්තිය
sakthhiya,ශක්තිය
sakthhhiya,ශක්තිය
saakthiiya,ශක්තිය
sakthyyaa,ශක්තිය
saktthiya,ශක්තිය
shakthiya,ශක්තිය
sakktiya,ශක්තිය
sakkktiya,ශක්තිය
saktiya,ශක්තිය
ssakttiya,ශක්තිය
ssaktyya,ශක්තිය
sahktiyaah,ශක්තිය
sakttiya,ශක්තිය
sakktiiya,ශක්තිය
saaktiyaa,ශක්තිය
sachtiya,ශක්තිය
sactiya,ශක්තිය
sachtiyaa,ශක්තිය
shakktiya,ශක්තිය
saktiiya,ශක්තිය
sactiyaa,ශක්තිය
ssaktiyaa,ශක්තිය
ssaktiya,ශක්තිය
saektiyae,ශක්තිය
saektiyaae,ශක්තිය
sahktiyah,ශක්තිය
shaktiya,ශක්තිය
saakktiyaa,ශක්තිය
saktyya,ශක්තිය
shaekthiyaae,ශක්තිය
shahkthiyahh,ශක්තිය
sshaakthiya,ශක්තිය
sshakthiiya,ශක්තිය
shakthyya,ශක්තිය
shhakthiyaa,ශක්තිය
sshakthiya,ශක්තිය
shakkthiya,ශක්තිය
shacthiya,ශක්තිය
shachthiya,ශක්තිය
shactthiya,ශක්තිය
shakthhiiya,ශක්තිය
shakthyyya,ශක්තිය
shakkthiyaa,ශක්තිය
shachtthiya,ශක්තිය
shakthhiya,ශක්තිය
shaktthiya,ශක්තිය
shakthiiya,ශක්තිය
shaakthiiyaa,ශක්තිය
shaakthiyaa,ශක්තිය
shahkthiyah,ශක්තිය
shhaktthiya,ශක්තිය
shaekthiyae,ශක්තිය
shaaktiyaa,ශක්තිය
shakttiya,ශක්තිය
shaaektiyae,ශක්තිය
shachhtiya,ශක්තිය
shaktiiya,ශක්තිය
sshhaktiya,ශක්තිය
shaektiyae,ශක්තිය
shahktiiyah,ශක්තිය
sshaktiya,ශක්තිය
shakktiyaa,ශක්තිය
shakthiyaa,ශක්තිය
shaktiiiya,ශක්තිය
shactiiya,ශක්තිය
ssshaktiya,ශක්තිය
shahktiyah,ශක්තිය
shaktyya,ශක්තිය
shhaktiya,ශක්තිය
shactiya,ශක්තිය
shaakktiyaa,ශක්තිය
shakktyya,ශක්තිය
shakttiyya,ශක්තිය
shachtiya,ශක්තිය
maas,මස්
maaes,මස්
mas,මස්
mahs,මස්
maes,මස්
maahs,මස්
mmaas,මස්
mmash,මස්
masss,මස්
mash,මස්
mass,මස්
mandddhagaami,මන්දගාමී
mandhagaami,මන්දගාමී
mandhaagaamii,මන්දගාමී
mandhhaggaami,මන්දගාමී
mandhaggaami,මන්දගාමී
maendhaeegaeaemi,මන්දගාමී
mandhagaamii,මන්දගාමී
mandhaghaami,මන්දගාමී
manddhaggaami,මන්දගාමී
mandhagaamy,මන්දගාමී
maandhaghaami,මන්දගාමී
manddhagaami,මන්දගාමී
maendhaegaeaemi,මන්දගාමී
mahndhahgahahmi,මන්දගාමී
mandhhagaami,මන්දගාමී
mmaandhaagaaaami,මන්දගාමී
mandhaagaamy,මන්දගාමී
mmahndhahgahahmi,මන්දගාමී
maandhaagaaaami,මන්දගාමී
mandaggaami,මන්දගාමී
mahndahgahahmi,මන්දගාමී
maendaegaeaemi,මන්දගාමී
manddaggaami,මන්දගාමී
maenndaegaeaemi,මන්දගාමී
mandagaamyy,මන්දගාමී
mandaghaaami,මන්දගාමී
maandaagaaaaami,මන්දගාමී
mandhagaammi,මන්දගාමී
manddagaami,මන්දගාමී
mandagaami,මන්දගාමී
mandaagaamii,මන්දගාමී
mandagaamii,මන්දගාමී
mahndahhgahahmi,මන්දගාමී
mandagaamy,මන්දගාමී
maandaagaaaami,මන්දගාමී
mandaghaami,මන්දගාමී
maanddagaami,මන්දගාමී
maandegaaaami,මන්දගාමී
mahndegahahhmi,මන්දගාමී
manddegaami,මන්දගාමී
mmandhegaami,මන්දගාමී
mandeggaami,මන්දගාමී
mahndegahahmi,මන්දගාමී
maenddegaeaemi,මන්දගාමී
mandeegaamii,මන්දගාමී
maaandegaaaami,මන්දගාමී
mandhegaami,මන්දගාමී
mandeghaami,මන්දගාමී
mandeagaami,මන්දගාමී
manddeghaami,මන්දගාමී
mandegaamy,මන්දගාමී
mandegggaami,මන්දගාමී
mandegaami,මන්දගාමී
mandegaamii,මන්දගාමී
maendegaeaemi,මන්දගාමී
mandeegaami,මන්දගාමී
manddeegaami,මන්දගාමී
manndeagaami,මන්දගාමී
manndegaamy,මන්දගාමී
guwanyanya,ගුවන්යානය
guwaanyaanyaa,ගුවන්යානය
guuwannyanya,ගුවන්යානය
guvanyanya,ගුවන්යානය
gguwanyanya,ගුවන්යානය
guwwaenyaenyae,ගුවන්යානය
guuvanyanya,ගුවන්යානය
ghuwanyanya,ගුවන්යානය
guwaanyaanyaaa,ගුවන්යානය
gghuwanyanya,ගුවන්යානය
guuwanyanya,ගුවන්යානය
guwaenyaenyae,ගුවන්යානය
guwahnyahnyah,ගුවන්යානය
guwwahnyahnyah,ගුවන්යානය
goowanyanya,ගුවන්යානය
goowaanyanya,ගුවන්යානය
gguwanyanyaa,ගුවන්යානය
goovanyanya,ගුවන්යානය
gguvaanyaanyaa,ගුවන්යානය
gguvanyanya,ගුවන්යානය
guvvahnyahnyah,ගුවන්යානය
guvaenyaenyyae,ගුවන්යානය
gguvvanyanya,ගුවන්යානය
goovvanyanya,ගුවන්යානය
ghuvanyanya,ගුවන්යානය
guvahnyahnyah,ගුවන්යානය
ghuvvanyanya,ගුවන්යානය
guvaenyaenyae,ගුවන්යානය
guvaanyaanyaa,ගුවන්යානය
gguuvanyanya,ගුවන්යානය
pinna,පින්න
piinnah,පින්න
piinnna,පින්න
phinna,පින්න
piinna,පින්න
pinnaaa,පින්න
pinnah,පින්න
pynnaa,පින්න
phinnna,පින්න
ppinna,පින්න
pinnaa,පින්න
pinnaae,පින්න
pynna,පින්න
ppiinna,පින්න
pinnae,පින්න
pussa,පූසා
pushha,පූසා
ppussa,පූසා
pusae,පූසා
phusa,පූසා
pusa,පූසා
puusaa,පූසා
pusah,පූසා
pusssa,පූසා
puusa,පූසා
pussae,පූසා
ppusah,පූසා
phhusa,පූසා
poosa,පූසා
pusaaa,පූසා
ppoosa,පූසා
pusha,පූසා
ppusa,පූසා
pusaa,පූසා
pooosha,පූසා
poosaee,පූසා
pphoosa,පූසා
pooooosa,පූසා
poossa,පූසා
ppouousa,පූසා
poosah,පූසා
poooosa,පූසා
pppoosa,පූසා
poosha,පූසා
poosssa,පූසා
phoosa,පූසා
pooosah,පූසා
poosae,පූසා
pouousa,පූසා
poosaa,පූසා
pooosaa,පූසා
yavanavva,යවනවා
yahwahnahwah,යවනවා
yawanawa,යවනවා
yavanava,යවනවා
yaawaanaaawaa,යවනවා
yahwaahnahwah,යවනවා
yaawaanaawaa,යවනවා
yaewaenaewae,යවනවා
yaewaenaewaee,යවනවා
yavvanava,යවනවා
yaavaanaawaa,යවනවා
yaevaenaewae,යවනවා
yavanawa,යවනවා
yawanaawa,යවනවා
yahvahnahwah,යවනවා
yahvahnahwaah,යවනවා
yaaavaanaawaa,යවනවා
yaevaenaeewae,යවනවා
aawvaaa,අව්ව
aawvaa,අව්ව
awwa,අව්ව
avva,අව්ව
ahwvah,අව්ව
awwwa,අව්ව
awva,අව්ව
aewvaee,අව්ව
ahwvaah,අව්ව
avvva,අව්ව
aewvae,අව්ව
aavva,අව්ව
aawwwaa,අව්ව
aewwwae,අව්ව
aawwaa,අව්ව
ahwwah,අව්ව
ahwwwah,අව්ව
aewwae,අව්ව
paansaaalaa,පන්සල
panssala,පන්සල
paensaelae,පන්සල
ppanshala,පන්සල
paennsaelae,පන්සල
phansalaa,පන්සල
panssalaa,පන්සල
pansala,පන්සල
pahnnsahlah,පන්සල
ppansalaa,පන්සල
panshala,පන්සල
ppansala,පන්සල
pahnsahlah,පන්සල
phansala,පන්සල
paansaalaa,පන්සල
arynavva,අරිනවා
aarinaavaa,අරිනවා
aeriinaevae,අරිනවා
arynava,අරිනවා
aerinaevae,අරිනවා
ariinnava,අරිනවා
arinava,අරිනවා
arinawa,අරිනවා
ahrinahvah,අරිනවා
ariinava,අරිනවා
aaarinaavaa,අරිනවා
ahrinaahvah,අරිනවා
aarinawa,අරිනවා
aerinaaewae,අරිනවා
arynawa,අරිනවා
aarinaawaa,අරිනවා
ariiinawa,අරිනවා
aerinaewae,අරිනවා
arynaawa,අරිනවා
aarinnaawaa,අරිනවා
ariinawa,අරිනවා
ahrinahwah,අරිනවා
ahriinahwah,අරිනවා
cadaya,කඩය
kadaya,කඩය
kaadaayaaa,කඩය
kaeedaeyae,කඩය
kahdahyaah,කඩය
chadaya,කඩය
kkadaya,කඩය
kkaadaya,කඩය
kadhayya,කඩය
kaedaeyae,කඩය
cadayya,කඩය
kaadaayaa,කඩය
kahdahyah,කඩය
chadayya,කඩය
kaddaya,කඩය
kadhaya,කඩය
kaaddaya,කඩය
kaedyae,කඩය
chadyya,කඩය
cadyaa,කඩය
kkadyaa,කඩය
kaaedyae,කඩය
chadya,කඩය
kaadyaa,කඩය
kadhya,කඩය
kadya,කඩය
kaddya,කඩය
kkadya,කඩය
kahdyah,කඩය
kahddyah,කඩය
kaadhya,කඩය
cadya,කඩය
kaadyyaa,කඩය
kaaddya,කඩය
ayiya,අයියා
aayiyaaa,අයියා
ayiiiya,අයියා
aeyiyae,අයියා
ayyya,අයියා
aayiyaa,අයියා
aayyya,අයියා
ayiiya,අයියා
aaeyiyae,අයියා
ahyiyah,අයියා
ahyiyaah,අයියා
aendae,ඇඳ
aanndaa,ඇඳ
aeendae,ඇඳ
andha,ඇඳ
anndda,ඇඳ
ahndahh,ඇඳ
andda,ඇඳ
anda,ඇඳ
ahndah,ඇඳ
aandaa,ඇඳ
anndha,ඇඳ
ahndhah,ඇඳ
anddha,ඇඳ
aendhae,ඇඳ
anddhha,ඇඳ
aandhaaa,ඇඳ
aenddhae,ඇඳ
ahndhhah,ඇඳ
andhha,ඇඳ
aandhaa,ඇඳ
andhhaa,ඇඳ
andeee,ඇඳ
ahhnde,ඇඳ
ahnde,ඇඳ
anddea,ඇඳ
aennde,ඇඳ
anndde,ඇඳ
andee,ඇඳ
aannde,ඇඳ
aende,ඇඳ
aandhe,ඇඳ
andea,ඇඳ
andde,ඇඳ
andhe,ඇඳ
aande,ඇඳ
ande,ඇඳ
thraassajanaka,ත්‍රාසජනක
thraeaesaejaeenaekae,ත්‍රාසජනක
thraasajanakkaa,ත්‍රාසජනක
thraasajanacha,ත්‍රාසජනක
thraasajannacha,ත්‍රාසජනක
tthraasajanaka,ත්‍රාසජනක
tthraassajanaka,ත්‍රාසජනක
thraasajanakka,ත්‍රාසජනක
thraassajanaca,ත්‍රාසජනක
thraaaasaajaaanaakaa,ත්‍රාසජනක
thraeaesaejaenaekae,ත්‍රාසජනක
thrahahsahhjahnahkah,ත්‍රාසජනක
thhraasajanaka,ත්‍රාසජනක
thraassajjanaka,ත්‍රාසජනක
thraasajanaca,ත්‍රාසජනක
thraaaasaajaanaakaa,ත්‍රාසජනක
thraasajanaka,ත්‍රාසජනක
tthhraasajanaka,ත්‍රාසජනක
thrahahsahjahnahkah,ත්‍රාසජනක
thraaashajanaka,ත්‍රාසජනක
thraashajanaka,ත්‍රාසජනක
ttraasajannaka,ත්‍රාසජනක
traaaasaajaanaakkaa,ත්‍රාසජනක
traaaasaajaanaakaa,ත්‍රාසජනක
ttraasajanaca,ත්‍රාසජනක
trahahsahjahhnahkah,ත්‍රාසජනක
traashajanakka,ත්‍රාසජනක
traeaesaejaaenaekae,ත්‍රාසජනක
traassajanacha,ත්‍රාසජනක
traasajjanakka,ත්‍රාසජනක
traassajanaka,ත්‍රාසජනක
traashajanaka,ත්‍රාසජනක
ttraasajanaka,ත්‍රාසජනක
trahahsahjahnahkah,ත්‍රාසජනක
traasajanacha,ත්‍රාසජනක
traasajanaca,ත්‍රාසජනක
traassajanaaka,ත්‍රාසජනක
traasajanaka,ත්‍රාසජනක
traeaesaejaenaekae,ත්‍රාසජනක
traasajanakka,ත්‍රාසජනක
pusttakalaya,පුස්තකාලය
pustakalaya,පුස්තකාලය
pussttakalaya,පුස්තකාලය
ppustakalaya,පුස්තකාලය
pustakkallaya,පුස්තකාලය
pustachalaya,පුස්තකාලය
pustaekaelaeyae,පුස්තකාලය
pushtakkalaya,පුස්තකාලය
pustachalayya,පුස්තකාලය
pustaakaalaaayaa,පුස්තකාලය
poostakallaya,පුස්තකාලය
pustahkahllahyah,පුස්තකාලය
ppustacalaya,පුස්තකාලය
puustakalaya,පුස්තකාලය
pustahkahlahyah,පුස්තකාලය
pusttakaalaya,පුස්තකාලය
pustakkalaya,පුස්තකාලය
poostakalaya,පුස්තකාලය
pushtakalaya,පුස්තකාලය
pusthakalaya,පුස්තකාලය
puusstakalaya,පුස්තකාලය
pphustakalaya,පුස්තකාලය
pusstakalaya,පුස්තකාලය
phustakalaya,පුස්තකාලය
pustacalaya,පුස්තකාලය
pussthakalaya,පුස්තකාලය
pustaekaelaeyaee,පුස්තකාලය
pustaakaalaayaa,පුස්තකාලය
ppusttakalaya,පුස්තකාලය
pusthhakalaaya,පුස්තකාලය
pustthakalaya,පුස්තකාලය
pustthakallaya,පුස්තකාලය
phusthakalaya,පුස්තකාලය
pushthakalaya,පුස්තකාලය
pushthaakalaya,පුස්තකාලය
ppustthakalaya,පුස්තකාලය
pusthaekaelaeyae,පුස්තකාලය
pusthacalaya,පුස්තකාලය
pusthahkahhlahyah,පුස්තකාලය
pusthachalaaya,පුස්තකාලය
pphusthakalaya,පුස්තකාලය
pusthhakalaya,පුස්තකාලය
pusthhaakaalaayaa,පුස්තකාලය
ppusthakalaya,පුස්තකාලය
pusthakkalaya,පුස්තකාලය
puusthakalaya,පුස්තකාලය
pusthaekaaelaeyae,පුස්තකාලය
poosthakalaya,පුස්තකාලය
poosthakkalaya,පුස්තකාලය
pussthakalayaa,පුස්තකාලය
puustthakalaya,පුස්තකාලය
pusthachalaya,පුස්තකාලය
pusthacalayya,පුස්තකාලය
pustthakkalaya,පුස්තකාලය
pusthahkahlahyah,පුස්තකාලය
pusthaakaalaayaa,පුස්තකාලය
paaenaa,පෑන
ppaaenaa,පෑන
ppaeenae,පෑන
paeeena,පෑන
ppaena,පෑන
pahenah,පෑන
paeena,පෑන
paeana,පෑන
pahenaah,පෑන
paeanna,පෑන
ppaenaa,පෑන
phaenna,පෑන
paeenae,පෑන
phaena,පෑන
paena,පෑන
vaeraedii,වැරදි
vaaraadi,වැරදි
varaady,වැරදි
waradii,වැරදි
varradii,වැරදි
vaaradhi,වැරදි
waradi,වැරදි
vvaaraadi,වැරදි
vaeraedi,වැරදි
varadi,වැරදි
varaddi,වැරදි
varadii,වැරදි
vahrahdi,වැරදි
varaddii,වැරදි
vahrahddi,වැරදි
varady,වැරදි
varadhi,වැරදි
wwaraddi,වැරදි
waradhi,වැරදි
waradhii,වැරදි
vvaradi,වැරදි
wahrahdi,වැරදි
waaraadi,වැරදි
warady,වැරදි
waarraadi,වැරදි
waeraedi,වැරදි
waradiii,වැරදි
waraddi,වැරදි
waradyy,වැරදි
waaeraedi,වැරදි
wahhrahdi,වැරදි
hoolmana,හොල්මන
houlmana,හොල්මන
hoolmahnah,හොල්මන
holmaanaa,හොල්මන
holmaenae,හොල්මන
hooulmana,හොල්මන
holmaenaee,හොල්මන
holmana,හොල්මන
hoolmaana,හොල්මන
holmahnah,හොල්මන
holmaanaaa,හොල්මන
pinngaanaa,පිඟාන
pinnggana,පිඟාන
phingana,පිඟාන
pinghana,පිඟාන
pinngahnah,පිඟාන
pyngana,පිඟාන
piingana,පිඟාන
pingaaenae,පිඟාන
pinghanaa,පිඟාන
pingaanaa,පිඟාන
pinggana,පිඟාන
pingahnah,පිඟාන
ppingana,පිඟාන
phinggana,පිඟාන
pingana,පිඟාන
piingaana,පිඟාන
pingaenae,පිඟාන
pppingana,පිඟාන
pynganaa,පිඟාන
hawasssa,හවස
hahwahsahh,හවස
haawaasaa,හවස
hawassa,හවස
hawassha,හවස
hhaawaasaa,හවස
hawasha,හවස
hawasa,හවස
hahwahsah,හවස
havvasa,හවස
haaewaesae,හවස
havasa,හවස
haewaesae,හවස
haavassa,හවස
haavaassaa,හවස
havasha,හවස
havashaa,හවස
havassa,හවස
haawasa,හවස
haaevaesae,හවස
haavaasaa,හවස
hahvahsah,හවස
hahvvahsah,හවස
haevaesae,හවස
naandhaa,නැන්දා
nnandhha,නැන්දා
nanddhha,නැන්දා
naendhaee,නැන්දා
nandhha,නැන්දා
nandha,නැන්දා
nnaandhaa,නැන්දා
naendhae,නැන්දා
nanddha,නැන්දා
nahndhah,නැන්දා
nahndhhah,නැන්දා
naandaa,නැන්දා
nandda,නැන්දා
nahndah,නැන්දා
naandaaa,නැන්දා
nanndda,නැන්දා
nanda,නැන්දා
nahnndah,නැන්දා
naenndae,නැන්දා
naendae,නැන්දා
nahndee,නැන්දා
nandhe,නැන්දා
nahnde,නැන්දා
nandee,නැන්දා
naannde,නැන්දා
nanndee,නැන්දා
naaende,නැන්දා
nnandde,නැන්දා
nande,නැන්දා
naende,නැන්දා
nanndea,නැන්දා
nandea,නැන්දා
nandde,නැන්දා
nanddhe,නැන්දා
naande,නැන්දා
chalaya,කැලය
kkallaya,කැලය
kaelaeyae,කැලය
calaya,කැලය
kaalaayaa,කැලය
calaaya,කැලය
kalaya,කැලය
kaalaayaaa,කැලය
chhalaya,කැලය
kahlaahyah,කැලය
kahlahyah,කැලය
kaellaeyae,කැලය
kkalaya,කැලය
rahsnnahyah,රස්නය
rashnaya,රස්නය
rasnaya,රස්නය
raasnaayaa,රස්නය
rassnaya,රස්නය
rahsnahyah,රස්නය
rashnayaa,රස්නය
raeesnaeyae,රස්නය
rrassnaya,රස්නය
raesnaeyae,රස්නය
raasnaaayaa,රස්නය
miris,මිරිස්
miriss,මිරිස්
mirish,මිරිස්
mmiriss,මිරිස්
miiriis,මිරිස්
miriish,මිරිස්
myrys,මිරිස්
miiriiss,මිරිස්
myyrys,මිරිස්
ahmbah,අඹ
amba,අඹ
aambaaa,අඹ
aambaa,අඹ
ahmbaah,අඹ
aeembae,අඹ
aembae,අඹ
itiihaesaeyae,ඉතිහාසය
itihassaya,ඉතිහාසය
itihasaya,ඉතිහාසය
itihashaya,ඉතිහාසය
itihaesaeyae,ඉතිහාසය
ithihassaya,ඉතිහාසය
ithihasaya,ඉතිහාසය
itihahsahyah,ඉතිහාසය
iitiihasaya,ඉතිහාසය
itiihaasaayaa,ඉතිහාසය
itihassayaa,ඉතිහාසය
itihaashaya,ඉතිහාසය
ittihhasaya,ඉතිහාසය
iitiihassaya,ඉතිහාසය
ytyhasaya,ඉතිහාසය
ittihasaya,ඉතිහාසය
itihaasaayaa,ඉතිහාසය
itihahsahyaah,ඉතිහාසය
yytyhasaya,ඉතිහාසය
itthihasaya,ඉතිහාසය
ithihaasaayaaa,ඉතිහාසය
ithihashaya,ඉතිහාසය
ithihahsahyah,ඉතිහාසය
ithihaesaeyae,ඉතිහාසය
ythyhasaya,ඉතිහාසය
itthihaesaeyae,ඉතිහාසය
ithhihahsahyah,ඉතිහාසය
iithiihasaya,ඉතිහාසය
iiithiihasaya,ඉතිහාසය
ithihhashaya,ඉතිහාසය
ythyyhasaya,ඉතිහාසය
ithihaasaayaa,ඉතිහාසය
ithhihasaya,ඉතිහාසය
itthihasayya,ඉතිහාසය
ithhihassaya,ඉතිහාසය
itthhihasaya,ඉතිහාසය
vahanavva,වහනවා
vaahaanaawaa,වහනවා
vahanava,වහනවා
vaahaaanaawaa,වහනවා
wahanaawa,වහනවා
wahanawa,වහනවා
vaehaenaewae,වහනවා
vahhahnahwah,වහනවා
vahhhahnahwah,වහනවා
vahanawa,වහනවා
vaaehaenaewae,වහනවා
waahaanaawaa,වහනවා
waehaenaewae,වහනවා
wwaehaenaewae,වහනවා
waaahaanaawaa,වහනවා
wwahhahnahwah,වහනවා
vahanaava,වහනවා
wahhahnahwah,වහනවා
putuwaah,පුටුව
pootoowa,පුටුව
phutuwa,පුටුව
puutuuwa,පුටුව
poottoowa,පුටුව
puuttuuwa,පුටුව
putuwa,පුටුව
puutuwae,පුටුව
putuwae,පුටුව
putuwaa,පුටුව
putuva,පුටුව
pputtuwa,පුටුව
pputuva,පුටුව
putuwah,පුටුව
pputuwa,පුටුව
puttuuwa,පුටුව
puthuwa,පුටුව
phuutuwa,පුටුව
puttuwa,පුටුව
putuwwaa,පුටුව
puthhuwa,පුටුව
putuuwa,පුටුව
puuthuva,පුටුව
putuvvah,පුටුව
putuvae,පුටුව
puttuvaa,පුටුව
puutuuvva,පුටුව
pootooova,පුටුව
puutuuva,පුටුව
putuvaa,පුටුව
putuvaaa,පුටුව
puthuva,පුටුව
phutuvva,පුටුව
pootoova,පුටුව
putuvah,පුටුව
